,station ID,lat,lon
78,USC00306138,40.63278,-73.62694
79,USC00307348,44.11667,-74.66667
80,USC00308317,42.46083,-73.75
81,USC00306019,40.9,-73.35
82,USC00196989,42.735,-72.8692
83,USC00196988,42.7,-72.9
84,USR0000VSWE,43.3333,-73.0333
85,USC00287869,40.4675,-74.0091
86,USC00283029,40.57404,-74.88158
87,USC00286775,40.9,-74.15
88,USC00287865,40.4633,-74.0055
89,USC00305380,40.74944,-73.62333
90,USC00193224,42.583333,-72.6
91,USC00435632,44.46667,-72.11667
92,USC00305142,40.98849,-72.51034
93,USC00308773,40.9,-73.36667
94,USC00306232,42.46667,-75.06667
95,USC00068138,41.7951,-72.2285
96,USC00305377,40.7328,-73.6183
97,USC00306224,42.45,-75.06667
98,USC00433581,44.21611,-72.19972
99,USC00306225,42.45,-75.06667
100,USC00308405,42.2,-74.1
101,USC00061508,42.0003,-73.0439
102,USC00307799,42.0167,-74.4167
103,USC00307317,42.28333,-74.56667
104,USC00306229,42.45,-75.0
105,USC00193229,42.5719,-72.5975
106,USC00438905,43.416667,-73.2
107,USC00300929,43.05083,-74.19806
108,USC00369994,40.45,-75.46667
109,USC00192000,42.652306,-72.9976
110,USC00436712,43.93333,-72.66667
111,USC00193213,42.2167,-73.35
112,USC00435501,44.07333,-73.10917
113,USC00307210,41.5916,-74.6143
114,USC00435982,43.3392,-72.5056
115,USC00435740,44.1,-72.61667
116,USC00305388,41.733333,-74.233333
117,USC00278858,43.0739,-72.4053
118,USC00278856,43.03361,-72.43278
119,USC00278854,43.08333,-72.43333
120,USC00276550,42.9453,-72.237
121,USC00366370,40.10967,-75.33708
122,USW00064756,41.7857,-73.7422
123,USC00368216,41.166667,-75.183333
124,USC00061762,41.40016,-73.42119
125,USC00306570,42.0674,-74.3356
126,USC00308870,42.7,-73.95
127,USC00436500,42.79167,-73.22278
128,USC00307420,41.433333,-74.116667
129,USC00304024,42.25,-73.78333
130,USC00307664,42.78333,-74.66667
131,USC00308631,44.2307,-74.4382
132,USC00305113,42.4694,-75.0105
133,USC00193208,42.21667,-73.35
134,USC00305235,40.816667,-72.983333
135,USC00307413,43.16667,-74.86667
136,USC00308746,42.4333,-73.6833
137,USC00308503,43.85,-73.41667
138,USC00307659,42.8,-74.6
139,USC00302091,40.8,-73.3
140,USC00438805,44.36667,-72.76667
141,USC00287899,40.78578,-74.83188
142,USC00435768,43.6027,-72.3621
143,USC00367239,40.43333,-75.33333
144,USC00190049,42.65,-73.1
145,USC00192107,42.1103,-72.1269
146,USC00303076,41.96667,-74.55
147,USC00308633,43.616667,-75.416667
148,USC00280907,40.89174,-74.39635
149,USC00273029,42.78333,-72.15
150,USC00305489,43.383333,-74.733333
151,USC00305248,42.85023,-73.60939
152,USC00308635,43.65,-75.41667
153,USC00306217,42.4604,-75.0643
154,USC00306459,44.43333,-74.26667
155,USC00273024,42.7798,-72.1788
156,USC00061536,41.8,-72.93333
157,USC00303839,41.83333,-74.13333
158,USC00303959,41.85,-73.683333
159,USC00287825,40.43333,-74.33333
160,USC00302868,40.766667,-73.866667
161,USC00309383,44.366667,-73.9
162,USC00430942,44.0358,-72.6389
163,USC00286974,40.68333,-75.18333
164,USW00014735,42.74722,-73.79913
165,USC00304801,43.01667,-74.78333
166,USC00303953,41.75,-74.38333
167,USW00014734,40.68275,-74.16927
168,USW00014732,40.77945,-73.88027
169,USC00194875,42.083333,-72.333333
170,USC00307088,42.633333,-74.55
171,USW00094765,43.62707,-72.30537
172,USC00309389,43.5575,-73.4011
173,USC00282130,41.16667,-74.78333
174,USC00435044,44.26667,-72.06667
175,USC00065905,41.5,-72.15
176,USC00064933,41.83333,-73.3
177,USC00065904,41.55,-72.08333
178,USC00437217,43.86667,-73.25
179,USC00438428,43.05,-72.7
180,USC00285769,40.83333,-74.5
181,USC00286979,40.69555,-75.19994
182,USC00282023,40.66661,-74.32349
183,USC00287833,40.81667,-74.11667
184,USC00301309,40.88345,-73.37309
185,USC00365752,41.316667,-74.8
186,USC00366840,40.36667,-75.3
187,USC00068065,41.382,-73.1717
188,USC00309270,41.08333,-73.96667
189,USC00287831,40.48333,-74.43333
190,USC00193772,42.48333,-72.0
191,USC00065910,41.5268,-72.06517
192,USC00301424,42.9096,-75.1109
193,USC00435029,42.75,-72.73333
194,USC00367938,40.35515,-75.31313
195,USW00014742,44.46825,-73.1499
196,USC00062760,42.028,-72.5749
197,USW00014740,41.93742,-72.68202
198,USC00060227,41.8418,-73.0085
199,USC00439984,43.6303,-72.5072
200,USC00435273,44.2553,-72.6006
201,USC00439988,44.3747,-72.5822
202,USW00014737,40.64984,-75.44773
203,USC00430841,42.85,-72.566667
204,USC00430842,42.8897,-72.563
205,USC00300668,43.8176,-74.87263
206,USC00300300,42.266667,-73.833333
207,USC00194850,42.716667,-72.983333
208,USW00014757,41.62574,-73.88155
209,USC00302964,40.8,-73.8
210,USC00363488,40.3421,-75.4784
211,USC00300785,43.4361,-75.3697
212,USC00301752,42.7166,-74.9266
213,USC00302720,43.15,-74.9
214,USC00062655,41.93333,-73.31667
215,USC00306098,43.866667,-75.183333
216,USW00014754,41.13867,-75.3742
217,USC00300780,43.51667,-75.36667
218,USC00437120,43.15,-72.916667
219,USC00308036,43.78333,-73.8
220,USW00014752,41.7352,-72.65115
221,USC00308035,44.3755,-75.1221
222,USC00300540,42.11667,-75.11667
223,USW00094789,40.63915,-73.7639
224,USW00014750,43.33849,-73.61024
225,USC00191589,42.38333,-72.05
226,USC00309117,40.73333,-73.6
227,USC00061689,41.8,-72.35
228,USW00014749,42.96667,-74.66667
229,USC00062658,41.95,-73.36667
230,USC00436391,44.2763,-72.4154
231,USC00199193,42.0931,-72.8035
232,USC00284339,40.74194,-74.05722
233,USC00199191,42.13333,-72.75
234,USR0000VMAR,42.8378,-72.735
235,USC00308160,42.4,-74.63333
236,USC00303825,40.766667,-73.533333
237,USC00304912,43.7929,-75.4829
238,USW00094794,43.145,-75.38389
239,USC00309495,44.38417,-73.38194
240,USC00309494,44.333333,-73.35
241,USC00303941,43.1,-74.016667
242,USC00301761,42.1131,-73.5522
243,USW00014763,42.42686,-73.28907
244,USC00190120,42.3861,-72.5374
245,USC00192420,42.55,-72.0
246,USC00060128,41.34925,-73.0917
247,USC00439764,43.67028,-72.30806
248,USC00438556,43.7917,-72.2578
249,USC00436020,43.716667,-72.3
250,USW00014758,41.259,-72.88911
251,USC00301618,40.866667,-73.466667
252,USC00303916,43.38333,-74.73333
253,USW00094728,40.77898,-73.96925
254,USC00284635,40.35958,-74.94461
255,USC00069067,41.3,-72.43333
256,USC00300889,40.952,-72.2977
257,USC00307282,40.8,-73.633333
258,USC00309580,40.7104,-74.0142
259,USC00300641,42.61667,-73.36667
260,USC00060251,41.61667,-72.1
261,USW00014776,43.63333,-72.31667
262,USC00309100,42.616667,-74.166667
263,USW00014775,42.16005,-72.71246
264,USC00309466,40.8,-73.766667
265,USW00014774,43.16667,-75.31667
266,USW00014773,40.2269,-74.7465
267,USC00438750,43.01667,-72.76667
268,USW00014772,43.88333,-73.4
269,USC00274304,42.8088,-72.0053
270,USC00308248,43.89131,-75.03612
271,USC00434150,42.8,-72.816667
272,USC00193985,42.28333,-72.86667
273,USR0000NSAR,43.0078,-73.6511
274,USC00438747,43.05,-72.78333
275,USC00303919,40.83333,-73.08333
276,USC00366762,41.4,-75.23333
277,USW00094737,43.53333,-72.95
278,USC00282340,40.88333,-74.56667
279,USW00014780,40.03333,-74.35
280,USC00284887,40.8858,-74.2261
281,USC00307291,42.9239,-73.7858
282,USC00302953,42.9383,-74.6228
283,USW00004739,40.18333,-74.06667
284,USW00014786,40.58333,-73.88333
285,USW00094732,40.07892,-75.01336
286,USC00191430,42.3,-72.98333
287,USC00275629,43.3325,-72.0791
288,USC00275868,43.3772,-72.1812
289,USC00437401,42.96667,-72.95
290,USC00275500,44.31667,-72.0
291,USC00361080,40.49994,-75.20406
292,USC00284653,40.36667,-74.95
293,USC00368732,41.1,-75.333333
294,USW00014793,40.2,-75.15
295,USC00430922,44.2,-73.11667
296,USW00014792,40.27681,-74.81587
297,USC00285503,40.9939,-74.1453
298,USC00198051,42.1,-72.6
299,USC00307382,43.0,-74.68333
300,USW00094740,44.39279,-74.20288
301,USC00300500,43.887,-75.4349
302,USC00061488,41.46139,-72.51972
303,USC00300621,40.6,-73.96667
304,USW00094741,40.85898,-74.05616
305,USC00300862,40.78333,-73.25
306,USW00014797,41.31667,-74.0
307,USC00308597,42.733333,-73.7
308,USW00094745,41.06236,-73.70454
309,USC00063420,41.7676,-72.0531
310,USC00190214,42.5457,-72.7802
311,USC00191425,42.28333,-72.98333
312,USC00438644,44.18333,-72.85
313,USC00190213,42.5134,-72.8507
314,USC00064757,41.55,-72.55
315,USC00439735,42.8,-72.91667
316,USC00198181,42.3,-73.33333
317,USC00363394,41.25,-75.45
318,USC00286964,40.0135,-74.81796
319,USR0000NSCH,43.8,-73.7
320,USC00199371,42.1819,-73.2236
321,USC00364008,41.38333,-75.43333
322,USC00306062,43.1592,-74.2042
323,USC00306184,43.70263,-74.98388
324,USC00300511,41.23333,-73.71667
325,USC00061499,41.55,-72.36667
326,USC00064767,41.55,-72.71667
327,USC00307274,41.84807,-74.04726
328,USC00307033,41.933333,-73.916667
329,USC00190562,42.2796,-72.3482
330,USC00436335,43.26271,-72.90553
331,USC00307035,41.8847,-73.8686
332,USC00438640,44.1756,-72.7961
333,USC00199136,42.48333,-72.96667
334,USC00191770,42.5,-72.9
335,USC00437310,43.25,-72.75
336,USC00435132,44.3,-72.68333
337,USC00275843,43.41667,-72.01667
338,USC00309205,42.433333,-74.716667
339,USC00191774,42.46667,-72.93333
340,USC00435492,43.0,-72.63333
341,USC00435490,44.4497,-72.9264
342,USC00438637,44.18722,-72.87806
343,USC00193713,42.68333,-72.96667
344,USC00303319,43.04917,-74.35917
345,USC00304529,43.433333,-73.716667
346,USC00282773,40.833333,-74.3
347,USC00300047,42.64611,-73.74722
348,USC00430661,43.8833,-72.6344
349,USC00360111,40.6,-75.46667
350,USC00063446,41.76667,-72.7
351,USC00192850,42.666667,-73.033333
352,USC00060299,41.9211,-72.9637
353,USC00304520,44.1,-74.0
354,USC00306820,41.72682,-73.92019
355,USC00306941,43.81667,-74.66667
356,USC00301260,42.23333,-73.86667
357,USC00063207,41.35024,-72.0377
358,USC00193702,42.2,-72.6
359,USC00306827,41.71667,-73.91667
360,USC00305618,40.9,-73.833333
361,USC00281335,40.7436,-74.3539
362,USC00281211,40.11712,-74.77362
363,USC00433800,43.5,-72.35
364,USC00065757,42.03333,-72.43333
365,USC00439591,43.03306,-72.85
366,USC00303324,43.1,-74.43333
367,USC00301144,42.91667,-74.58333
368,USC00063210,41.28592,-72.67143
369,USC00304533,42.06667,-74.18333
370,USC00437054,44.42,-72.0194
371,USC00303322,43.115,-74.4236
372,USC00304531,40.866667,-73.116667
373,USC00304530,43.433333,-73.716667
374,USC00190666,42.6324,-72.1227
375,USC00300063,42.4697,-73.9267
376,USC00301391,42.36667,-73.6
377,USC00305987,43.53333,-74.95
378,USC00068906,41.55,-73.03333
379,USC00306957,44.29611,-74.10278
380,USC00305748,42.5,-75.25
381,USC00306839,42.32806,-74.44222
382,USW00094705,44.20503,-72.56545
383,USC00281582,41.02996,-74.42477
384,USC00199221,42.06667,-72.93333
385,USC00363761,41.46667,-75.18333
386,USC00303416,43.13333,-75.11667
387,USC00430563,42.91667,-73.21667
388,USC00302686,42.45,-74.28333
389,USC00301598,42.466667,-73.8
390,USC00068911,41.56667,-73.03333
391,USC00301595,42.66717,-74.44239
392,USC00300386,42.933333,-73.85
393,USC00301593,42.68333,-74.48333
394,USW00094702,41.16424,-73.12664
395,USC00289187,41.0444,-74.2933
396,USC00303781,40.71667,-73.63333
397,USC00300393,42.03333,-74.6
398,USC00305711,43.96667,-74.21667
399,USC00067949,41.95,-72.2
400,USC00068916,41.58333,-73.03333
401,USC00284736,41.25,-74.86667
402,USC00284735,41.25,-74.85
403,USC00430558,42.85,-73.16667
404,USC00065892,41.13333,-73.45
405,USC00281592,40.74389,-74.41583
406,USC00284987,40.29698,-74.00153
407,USC00438160,43.0908,-73.1244
408,USC00199219,42.08333,-72.93333
409,USC00300156,42.91667,-74.21667
410,USC00366901,40.016667,-75.166667
411,USC00300159,42.91667,-74.13333
412,USC00366904,40.03333,-75.25
413,USC00303786,40.68333,-73.66667
414,USC00363758,41.4764,-75.1652
415,USC00304632,40.73333,-73.93333
416,USC00302454,42.33278,-75.22982
417,USC00065893,41.11667,-73.41667
418,USC00366900,41.65,-75.1
419,USC00302582,41.7167,-74.4
420,USC00364727,41.21667,-75.05
421,USC00067959,41.95,-72.3
422,USC00067958,41.9984,-72.2606
423,USC00284627,40.1,-74.18333
424,USC00305606,40.933,-73.0191
425,USC00305728,41.63333,-73.88333
426,USC00306817,41.68333,-73.93333
427,USC00190408,42.428,-72.0275
428,USC00362331,41.633333,-75.3
429,USC00308096,42.33333,-73.55
430,USC00308099,43.766667,-75.3
431,USC00065664,41.76667,-73.43333
432,USC00301211,41.4725,-73.655
433,USC00300364,40.93446,-72.74079
434,USC00300242,43.25,-74.51667
435,USC00438597,44.172,-73.2473
436,USC00289363,40.45201,-74.77911
437,USC00192810,42.6,-72.833333
438,USC00271797,43.5,-72.28333
439,USC00438105,43.866667,-72.4
440,USC00190510,42.31667,-73.11667
441,USC00065309,41.35,-72.1
442,USC00273850,43.7052,-72.2855
443,USC00271552,43.36667,-72.38333
444,USC00067969,41.06667,-73.5
445,USC00283704,40.7481,-74.152
446,USC00190759,42.13333,-72.93333
447,USC00305816,40.70111,-74.01527
448,USC00283706,41.16332,-74.45938
449,USC00067970,41.1247,-73.5475
450,USC00431705,43.3442,-73.0521
451,USC00363651,41.416667,-75.4
452,USC00197370,42.61667,-72.73333
453,USC00198580,42.61667,-72.55
454,USC00283951,40.26639,-74.56417
455,USC00303889,43.3,-75.15
456,USC00063137,41.08333,-73.7
457,USC00301589,42.66667,-74.5
458,USC00301102,41.82737,-74.95065
459,USC00302554,44.2138,-73.5986
460,USC00287079,40.6036,-74.4025
461,USC00362442,41.0,-75.16667
462,USC00361117,40.083333,-75.05
463,USC00304731,41.8017,-74.74
464,USC00301101,41.76667,-75.05
465,USC00063495,41.9,-73.28333
466,USC00300254,42.1394,-74.6536
467,USC00301220,43.616667,-73.3
468,USC00305821,40.63333,-74.11667
469,USC00366927,40.12094,-75.48773
470,USC00198573,42.6394,-72.2244
471,USC00197240,42.683333,-73.033333
472,USC00363200,40.21667,-74.93333
473,USC00284931,40.86667,-74.08333
474,USC00301436,42.8238,-74.7386
475,USC00302888,42.96667,-74.41667
476,USC00195060,42.266667,-72.633333
477,USC00304944,43.61667,-75.36667
478,USC00068835,41.73333,-73.33333
479,USC00301433,42.61667,-73.41667
480,USC00065445,41.9725,-73.2208
481,USC00066655,41.0825,-73.6386
482,USC00303970,43.31167,-74.24778
483,USC00302760,40.75,-73.43333
484,USC00191821,42.4686,-73.1531
485,USC00191820,42.466667,-73.166667
486,USW00014708,40.73333,-73.6
487,USW00014707,41.32792,-72.04893
488,USW00014706,40.01667,-74.6
489,USW00014703,42.2,-72.53333
490,USC00432828,44.48333,-73.11667
491,USC00197230,42.5691,-72.9955
492,USC00308080,43.5,-74.36167
493,USC00301207,41.43333,-73.68333
494,USC00282644,40.66667,-74.23333
495,USC00284700,40.06667,-74.11667
496,USC00309292,41.3906,-73.9608
497,USC00363435,40.23333,-75.45
498,USC00303503,42.166667,-74.533333
499,USC00439691,43.65,-72.31667
500,USC00365738,41.6725,-75.0641
501,USC00437152,42.86667,-72.91667
502,USC00300351,40.71667,-73.36667
503,USC00363437,40.22941,-75.42413
504,USC00064488,41.75694,-72.18556
505,USC00300360,42.28333,-75.45
506,USC00288194,40.6153,-74.6531
507,USW00014719,40.85055,-72.61928
508,USW00014717,43.23333,-75.4
509,USW00014714,41.5,-74.1
510,USC00282768,40.8314,-74.2858
511,USC00305804,40.73333,-73.93333
512,USC00305806,40.85,-73.91667
513,USC00062073,41.9,-72.08333
514,USC00194075,42.55,-73.23333
515,USC00366055,41.15,-75.36667
516,USC00368596,41.01478,-75.20712
517,USC00434985,44.36667,-72.33333
518,USC00068859,41.63333,-73.31667
519,USC00360751,41.366667,-75.15
520,USC00286055,40.47282,-74.42259
521,USC00305580,43.2,-73.75
522,USC00286177,41.05528,-74.75917
523,USC00303038,42.36667,-74.06667
524,USC00360634,40.6,-75.36667
525,USC00367029,41.7394,-75.4465
526,USC00197104,42.416667,-72.0
527,USC00307520,42.665,-74.3036
528,USC00286053,40.483333,-74.45
529,USW00054743,40.87645,-74.28284
530,USC00306301,41.15,-73.86667
531,USC00305334,41.8552,-73.67
532,USC00307633,40.958611,-73.104722
533,USC00308600,42.7511,-73.6851
534,USC00308721,40.8656,-72.8643
535,USC00303284,43.3246,-73.6781
536,USW00054746,41.70139,-74.795
537,USC00307514,42.8,-73.91667
538,USC00306306,44.183333,-75.066667
539,USC00275150,43.1175,-72.2004
540,USC00197692,42.15,-73.45
541,USC00430499,43.13333,-72.45
542,USC00433769,44.2379,-72.9655
543,USC00431580,43.9573,-73.2106
544,USC00303289,43.31667,-73.65
545,USC00286062,40.46667,-74.43333
546,USC00306441,40.79667,-73.00139
547,USC00287393,40.60056,-74.25694
548,USC00307895,40.9,-72.45
549,USC00308742,43.0,-75.26667
550,USC00307532,44.01667,-73.7
551,USC00308733,43.11667,-75.23333
552,USC00305110,41.18333,-73.83333
553,USC00305346,41.95,-73.51667
554,USW00054756,42.56998,-72.28696
555,USC00307524,43.83333,-73.76667
556,USC00278539,42.99666,-72.31275
557,USC00308856,42.65,-73.966667
558,USC00307405,43.16667,-73.31667
559,USC00308739,43.08333,-75.2
560,USC00360629,40.61667,-75.38333
561,USC00369103,40.0982,-75.4196
562,USC00435733,44.1647,-72.6567
563,USC00302169,42.0772,-74.9827
564,USC00303259,41.51667,-73.93333
565,USC00065125,41.88333,-72.08333
566,USC00434882,43.16667,-73.06667
567,USC00302047,43.2735,-75.4271
568,USC00302286,42.43944,-73.50278
569,USC00304102,43.75477,-74.27558
570,USC00304473,42.41667,-74.8
571,USC00305312,41.43333,-74.41667
572,USC00305796,40.59389,-73.98083
573,USC00308944,44.148,-74.9003
574,USC00305798,40.6,-73.96667
575,USC00305799,40.86667,-73.88333
576,USC00308946,40.655,-73.5053
577,USC00306649,42.1389,-74.0914
578,USC00308949,41.65,-73.86667
579,USC00434999,44.35139,-72.35694
580,USC00431243,43.3847,-72.5988
581,USC00430277,43.1002,-72.7836
582,USC00431360,43.98333,-72.45
583,USW00054740,43.34211,-72.52131
584,USC00270913,43.25886,-72.0021
585,USC00431363,44.0108,-72.4833
586,USC00304234,41.783333,-74.933333
587,USC00199731,42.716667,-73.2
588,USW00054742,44.42,-72.0194
589,USC00199730,42.71556,-73.19222
590,USC00199972,42.3869,-72.921
591,USC00361737,40.0744,-75.3179
592,USC00306774,41.3891,-74.6905
593,USC00307742,41.3325,-73.837
594,USW00054734,41.37215,-73.48337
595,USC00303152,41.21667,-74.0
596,USC00301095,42.31667,-74.03306
597,USC00302060,42.0627,-75.4263
598,USC00274399,42.939,-72.3247
599,USC00301093,42.31667,-74.01667
600,USC00307748,43.7,-73.516667
601,USC00060801,41.2,-73.2
602,USC00060808,41.2004,-73.1569
603,USC00283935,41.306,-74.6713
604,USC00367040,41.2808,-75.3958
605,USC00368491,41.6972,-75.4827
606,USC00366194,40.14831,-74.95298
607,USW00064775,43.22417,-75.39563
608,USC00287587,41.0917,-74.2683
609,USC00367186,41.589,-75.3303
610,USC00304209,44.3498,-73.7151
611,USW00054790,40.82121,-72.86742
612,USW00054793,41.19925,-74.62592
613,USC00361766,40.516667,-75.4
614,USC00304686,42.483333,-73.366667
615,USC00194154,42.4468,-72.53
616,USC00305540,40.983333,-73.866667
617,USC00065266,41.3,-72.93333
618,USC00302031,42.7672,-74.1711
619,USW00054787,40.73443,-73.41637
620,USW00054788,41.50969,-72.82783
621,USW00054789,41.13684,-75.3771
622,USC00303360,42.78333,-73.46667
623,USC00302151,40.7211,-73.0908
624,USC00306623,43.4614,-74.5231
625,USC00279318,43.63333,-72.31667
626,USC00305658,43.95,-74.833333
627,USC00368161,40.233333,-75.4
628,USC00286146,40.96111,-74.01583
629,USC00431786,43.22417,-73.075
630,USC00430337,44.2,-72.51667
631,USC00193295,42.5,-72.583333
632,USC00437098,43.9256,-73.0992
633,USC00301068,42.9361,-73.43257
634,USC00302036,42.2533,-74.905
635,USC00304575,42.4486,-74.4653
636,USC00304332,44.18333,-73.8
637,USC00305310,41.4603,-74.4489
638,USC00196322,42.53333,-72.18333
639,USC00280729,40.83333,-75.08333
640,USC00302164,42.08333,-75.0
641,USC00307721,41.95,-74.2
642,USC00308932,42.1847,-75.1455
643,USC00308935,42.23333,-75.08333
644,USC00305426,41.77196,-74.15366
645,USC00308936,42.16667,-75.13333
646,USC00302129,41.0072,-73.8344
647,USC00193167,42.06667,-72.9
648,USC00067109,41.98333,-73.45
649,USC00439184,44.41611,-72.19389
650,USC00286154,40.41667,-74.1
651,USW00054770,42.80667,-72.00126
652,USR0000NSTO,41.5,-73.9
653,USC00068438,41.8,-73.116667
654,USC00194131,42.3356,-73.2506
655,USC00302366,42.23432,-74.14436
656,USC00302001,40.883056,-73.768333
657,USC00303452,43.11667,-73.83333
658,USC00304791,43.0603,-74.8686
659,USW00054767,41.74249,-72.18246
660,USW00054768,42.69729,-73.1696
661,USC00308902,41.56667,-74.16667
662,USC00305759,41.68333,-74.13333
663,USC00308906,41.5514,-74.1628
664,USC00280734,40.82915,-75.08339
665,USC00280978,41.15,-74.75
666,USC00069775,41.5537,-73.2296
667,USC00289317,40.90889,-74.25333
668,USC00285195,40.13171,-74.05987
669,USW00054781,42.8935,-73.24875
670,USC00431565,44.0069,-72.3194
671,USC00303468,43.116667,-73.5
672,USC00302137,43.08333,-74.76667
673,USC00060961,41.6763,-73.5086
674,USC00304555,44.3042,-73.9839
675,USC00301288,42.216667,-73.766667
676,USC00303102,44.43333,-74.16667
677,USC00304796,43.03333,-74.86667
678,USC00303464,41.10194,-72.37306
679,USC00285197,40.55,-74.56667
680,USW00054785,40.62406,-74.66898
681,USW00054786,40.33015,-75.12284
682,USC00302020,44.5,-75.266667
683,USC00307940,42.683333,-75.316667
684,USW00054779,41.00928,-74.73633
685,USC00307944,44.26667,-75.2
686,USC00305769,43.2,-74.91667
