2.895164196514425470e+00,5.188294890662157322e-01,4.734699086298738280e+02,2.153167324546106265e+00,3.187416962170986245e+00,1.027978615865896977e-01,3.534255178516365170e+00,6.104188835323588469e-01,1.161729686702324216e+03,2.683431686872852495e+00,6.642313713180958423e-02,3.625243767213285562e+00,2.971612913612696194e-01,7.145166342586110053e-01,1.984480782145626563e+02,2.246359606990475211e+00,1.265805505565535283e+00,7.787728838526538633e-01,5.024514965326569438e-03,5.556121409705248482e+00,2.451276685799024246e-01
1.356309347605036297e+00,9.320369067709975974e-01,8.063334821542970303e+02,2.159642715311639982e+00,3.225128787740282998e+00,7.206905543758519439e-01,1.447660847993130995e+00,3.182285374425187774e-01,1.848182713571183058e+02,3.962283058324258089e+00,2.009932437172389896e+00,3.094632847293917077e+00,3.865960855898553650e+00,5.366630897655686461e-01,1.753100042048623379e+02,3.340724597217545444e+00,5.771270948483706587e-01,2.674706443433333969e-01,3.636285958611349105e-03,7.535384866871954301e+00,5.649655708972356472e-02
4.145989468367244690e+00,2.049860899472180087e-01,4.105385246696051809e+02,3.087113897525457507e-01,9.595613806593746853e-01,1.275016095496590007e-01,1.706054610983344988e+00,1.928984376869287698e-01,1.072206562947617158e+03,3.155834392802585153e+00,3.985861820727014670e+00,7.982137500720718482e-01,1.429740604101136514e-01,5.977893294291519721e-01,1.041767828108426556e+03,2.449732664638777813e+00,1.920710998613861742e+00,9.462237547591761944e-02,5.001219110402086235e-04,5.133867174983854476e+00,4.261816302620879959e-02
8.223762379225588726e-01,9.331252068646481712e-01,9.837176408001579375e+01,1.596969671788835754e+00,1.615798973102691161e+00,4.017517360541856819e-01,3.890888883976630019e+00,4.122099568414294701e-01,4.059815923605310672e+02,4.044248819502580528e-01,3.196389949387468676e-01,2.277357663985743574e+00,3.667655116999407383e+00,2.430351631856437211e-01,4.852082000001419715e+02,6.110832746037289098e-01,4.230724884210315118e+00,9.659372602413861530e-01,7.873742090158246387e-02,2.700438517933662297e+00,2.444955732946252347e-02
2.069819068897526204e+00,9.779090928114716474e-01,1.768481733573744918e+02,1.433459622731300120e+00,1.447530387356938064e+00,8.701333662292096705e-01,1.969353893269431666e+00,6.591981953982869458e-01,8.855096737190930298e+02,6.163995070096834894e-01,2.232628188304081884e-01,1.127521970122485229e+00,4.275053894751154715e+00,1.909321398820203464e-01,9.309181518849040060e+01,5.275541530498080167e-01,3.072983499074519731e-01,9.080977818472526497e-01,2.731032864463106904e-02,8.440883149844040645e+00,1.399352069318277048e-01
3.593471957721480425e+00,9.417591540048562138e-01,7.666063668207345927e+02,5.681571582793270014e-01,2.246685651884464452e+00,7.531193135736256039e-01,2.973327595979177840e+00,3.776919951077126747e-01,1.063627014808716694e+03,2.778773598495566155e+00,2.241434961035680740e+00,1.387709783096765292e+00,4.510648219063464914e+00,7.434463549791288095e-01,4.404280293415515075e+02,1.924481194789214644e+00,2.616254185608030358e+00,2.571436709234403151e-01,9.562413484724188728e-02,5.762294980424401025e+00,1.291383707045515861e-01
3.410660241789032820e+00,4.970519444723852098e-01,1.129092800156729254e+03,2.005110555963417251e+00,1.235595263158404844e+00,8.816198627317145542e-01,1.061115786030325525e+00,9.111660617265875395e-01,8.712883345966732804e+02,3.944519825118007361e+00,7.469387058158476478e-01,3.520241909056831542e+00,3.401348283371630199e+00,8.006998103122765498e-01,8.099557341604266867e+02,1.055583678872839659e+00,4.361514811142751746e+00,5.838046774597739352e-01,9.188312654707754545e-02,4.859874991007824718e+00,2.741334426063390950e-03
6.316420404617731910e-01,9.827770462422700248e-01,1.052194265397922209e+03,1.094170465792937419e+00,3.585830043823329483e+00,1.577012976171743852e-01,2.344626570783426178e+00,4.513784746261831904e-01,5.933007375595984740e+02,1.387353360702192617e+00,6.569231273211637578e-01,5.497876705210578141e-01,5.308940204037367883e-01,7.739121310030322443e-01,6.355525340317741438e+02,1.643789891417030802e+00,4.643523815073157479e+00,6.562984080546000465e-01,9.710011501414969604e-02,3.330739441935655520e+00,2.153117016653468552e-01
2.742086144317001373e-01,7.179065957444785706e-01,1.143521412565928131e+03,1.639885759312160740e+00,3.022474290318080570e+00,2.418720800310736330e-02,1.781480856488745212e+00,3.542515242055948033e-01,3.956409939351847811e+02,3.809754113786703922e+00,2.238115674835408964e+00,3.676704941814133321e+00,1.952036607576657756e+00,3.912907358212386333e-01,6.733080301267754066e+02,5.161644726302316855e-01,7.302438342364764301e-01,1.396987983425048152e-01,2.324574116990984693e-02,2.581314699366446863e+00,7.442727423912787188e-02
2.489664311780441786e+00,7.176206437305463481e-01,3.442314997994540704e+02,1.353715464149310543e+00,3.590494622706301708e+00,8.126354379250635418e-01,1.866124508250408265e-01,1.423057989304319926e-01,8.606652451788888811e+02,1.207114344593158473e+00,5.794720850807403290e-01,2.113457520458807082e+00,1.618801842743291530e+00,9.446472783649100258e-01,1.221992348685219376e+01,1.475276124538027700e+00,4.149405119669451913e+00,7.477800058734822286e-02,5.750015881628955244e-02,8.235167497594055419e+00,1.315746695470874084e-01
