1.089543584546103716e+01,7.227624465321869085e-01,6.249755299918380160e+02,6.214349503143956177e+00,1.586556381766233814e+00,3.665676478356871382e+00,5.488889176867022268e-01,8.956929763759417795e-02,1.335098149031846981e-01
1.041247882691143545e+01,3.829527608405380867e-01,7.844505618918160508e+02,2.502232061951921160e+00,5.529527322712906034e+00,3.557100618492925914e+00,1.193871595489883336e-01,1.165857692878493473e-03,4.603002768850283921e-02
1.145186991548104238e+01,5.327412101580505377e-01,8.953767715702837222e+02,4.216642376362227829e+00,3.943495148151912044e+00,5.271956812207740484e+00,5.970309425538480319e-01,1.079824914246910600e-01,1.789842335321611966e-02
5.907919912239228744e+00,6.612254163438087140e-01,7.671079301812707172e+02,3.916952430028291410e+00,3.285565566832980622e+00,3.338549540504504254e+00,2.581050119878054439e-01,1.456528809878148145e-01,3.756276639688937991e-02
1.930445432564271258e+00,5.109149665337148205e-01,8.474797206833051177e+02,2.351542848492492066e+00,2.579852597773794276e+00,5.576190920057653599e+00,7.418587431276616462e-01,5.375433802660242733e-02,1.385785124495059195e-01
5.965093827374241542e+00,4.367665159960026910e-01,4.065382577986264891e+02,4.824420776683077783e+00,1.289758028055464800e+00,2.497041069369640098e+00,2.972771274314692236e-01,1.476523080786284470e-01,4.256307474489207099e-02
1.496420172250211067e+00,7.284375547182910804e-01,5.606035910002055971e+02,7.741403445054492849e+00,2.803100611607985293e+00,2.242284170178712177e-01,5.606578450576609196e-01,2.998935452535493335e-03,6.870186583801518587e-02
9.872482216064980776e+00,3.816043071498139705e-01,8.901562945251607744e+02,2.370166548811492913e+00,4.779730578822130038e-01,9.391718021807877292e+00,7.178837482990009233e-01,1.788916779941911173e-01,4.689505059448828561e-02
4.234341141866595493e+00,3.896087180891280033e-01,4.895075401968015854e+02,1.815417239973016850e+00,6.105683371021851658e-01,4.860915454885444298e+00,3.007631247924523743e-01,1.230944199690194307e-01,9.232211085893116120e-02
7.365704555522682107e+00,6.990995779037735280e-01,6.478075983544405290e+02,3.035190452191036226e+00,1.648130400081208924e+00,5.688132143447383271e+00,9.261548438080429158e-01,1.112833998128840741e-02,3.113538744984900575e-02
7.241332226461354438e+00,7.537909763258405782e-01,7.031662328362567678e+02,5.829007753270208703e+00,2.302099167409842995e+00,9.673601023287494272e+00,4.892300343582965949e-01,1.618910588064840020e-02,3.629786572797200073e-02
2.532944918702016768e+00,2.179410346370747042e-01,6.923804135887088478e+02,1.093344291542385216e+00,7.741836764013015681e+00,5.527751960517521823e+00,2.748303136685730785e-01,1.364714487426580136e-01,1.837575763173227017e-02
7.580592934465416377e+00,4.426411779627454912e-01,4.519457722627030876e+02,3.247283359612352260e+00,1.484422481833171492e+00,3.914044637638431468e+00,2.752849558895952287e-01,1.692542960981859301e-01,1.215894558417536242e-01
1.585332532124673621e+00,3.639843956776906975e-01,4.790500198692032541e+02,2.812921222360570184e+00,2.324205275069225696e+00,5.338555855623503099e+00,8.166406294072865446e-01,4.780254439470266181e-02,9.834953491221420929e-02
3.610590149013974681e+00,5.601981305090480978e-01,6.271624123291844626e+02,2.094956851486373228e+00,2.042690471326644275e+00,7.199872411127290484e+00,1.383985956051140831e-01,8.417521109391626344e-02,6.199340474678605162e-02
4.107468905173877083e+00,8.037878968173352012e-01,6.821458228077517560e+02,4.112955412509573527e+00,1.159696648102801486e+00,4.294637275699976442e+00,2.654890212475714550e-01,8.255980639384295772e-02,8.576967965319048925e-02
8.786191759587232752e+00,3.643442315791420860e-01,7.930939151206143833e+02,3.687002892460313763e+00,2.586109442823736781e+00,6.369175987156544538e-01,1.516943930235061799e-01,1.871695987266609462e-01,9.376561078284195716e-02
1.188888230732938212e+01,8.034741008993314670e-01,4.620833536710652538e+02,3.330140362011098532e+00,2.876908252850698400e+00,2.701423922734587091e+00,1.887349784698812982e-01,4.470958018394335237e-02,3.703953997105879914e-03
3.141451856495322659e+00,1.027744348879592873e-01,8.900734066842890115e+02,5.801822238948366461e-01,2.607888017045839391e+00,5.145761801718594874e+00,2.733323063864803171e-01,7.412072510229825162e-02,1.181765524101724418e-01
1.917365587343244027e+00,2.580254146604796239e-01,6.011338497230522080e+02,9.861656090213153369e-01,5.247063010705631747e+00,6.608095543590741805e+00,2.478466726050949642e-01,3.813788697516067028e-02,3.029386647327847459e-02
