fid,field_1,station ID,lat,lon
"5","4",USC00308096,42.33333,-73.55
"10","9",USC00308870,42.7,-73.95
"11","10",USC00300785,43.4361,-75.3697
"13","12",USC00306674,41.13139,-73.77583
"14","13",USC00308746,42.4333,-73.6833
"22","21",USC00304575,42.4486,-74.4653
"25","24",USC00300063,42.4697,-73.9267
