DATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,TMAX,TMIN
1948-01-01,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-3.3,-7.8
1948-01-02,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-2.8,-5.6
1948-01-03,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-2.2,-6.1
1948-01-04,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-2.2,-7.2
1948-01-05,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-0.6,-3.9
1948-01-06,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-1.7,-5.0
1948-01-07,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-1.7,-6.1
1948-01-08,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-2.8,-5.6
1948-01-09,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,5.6,-5.0
1948-01-10,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-2.8,-12.8
1948-01-11,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-1.1,-12.8
1948-01-12,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-1.7,-7.8
1948-01-13,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,0.6,-2.8
1948-01-14,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-2.2,-12.8
1948-01-15,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-11.1,-18.9
1948-01-16,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-1.7,-13.3
1948-01-17,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,0.0,-6.1
1948-01-18,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-6.7,-16.1
1948-01-19,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-9.4,-20.6
1948-01-20,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-1.1,-12.2
1948-01-21,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,1.1,-2.8
1948-01-22,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,0.0,-10.0
1948-01-23,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-9.4,-18.9
1948-01-24,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-13.9,-19.4
1948-01-25,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-6.1,-15.0
1948-01-26,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-6.1,-13.9
1948-01-27,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-6.1,-11.7
1948-01-28,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-7.2,-15.6
1948-01-29,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-2.8,-11.7
1948-01-30,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-8.9,-20.0
1948-01-31,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-11.1,-21.7
1948-02-01,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-6.7,-17.2
1948-02-02,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,0.6,-9.4
1948-02-03,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-4.4,-12.2
1948-02-04,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-12.2,-15.6
1948-02-05,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-5.6,-12.8
1948-02-06,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-6.1,-12.8
1948-02-07,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-2.8,-12.2
1948-02-08,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-3.3,-13.3
1948-02-09,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-9.4,-16.7
1948-02-10,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-10.0,-18.9
1948-02-11,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-0.6,-11.7
1948-02-12,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,2.8,-4.4
1948-02-13,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,1.7,-5.6
1948-02-14,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,8.9,-5.0
1948-02-15,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-2.8,-10.6
1948-02-16,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,4.4,-7.2
1948-02-17,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,9.4,3.3
1948-02-18,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,6.7,0.0
1948-02-19,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,10.0,-1.7
1948-02-20,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,10.6,-8.3
1948-02-21,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-4.4,-11.1
1948-02-22,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-4.4,-9.4
1948-02-23,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-3.3,-10.6
1948-02-24,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-2.2,-10.6
1948-02-25,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,6.7,-4.4
1948-02-26,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,1.7,-1.1
1948-02-27,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,4.4,-0.6
1948-02-28,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,1.1,-3.3
1948-02-29,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,1.1,-8.3
1948-03-01,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-3.3,-12.8
1948-03-02,USW00014797,"BEAR MOUNTAIN WEATHER BUREAU, NY US",41.31667,-74.0,396.8,-2.2,-7.2
