DATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,TMAX,TMIN
1892-06-01,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,27.8,16.7
1892-06-02,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,30.0,21.1
1892-06-03,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,22.2,16.7
1892-06-04,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,20.0,14.4
1892-06-05,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,22.2,15.6
1892-06-06,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,25.6,20.0
1892-06-07,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,24.4,14.4
1892-06-08,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,21.1,15.6
1892-06-09,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,22.2,15.6
1892-06-10,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,21.1,12.2
1892-06-11,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,25.6,15.6
1892-06-12,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,30.0,20.0
1892-06-13,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,32.2,21.1
1892-06-14,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,32.2,21.1
1892-06-15,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,26.7,16.7
1892-06-16,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,26.7,20.0
1892-06-17,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,31.1,20.0
1892-06-18,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,22.2,15.6
1892-06-19,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,25.6,16.7
1892-06-20,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,27.8,21.1
1892-06-21,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,30.0,22.2
1892-06-22,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,27.8,21.1
1892-06-23,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,22.2,16.7
1892-06-24,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,24.4,17.8
1892-06-25,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,21.1,17.8
1892-06-26,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,24.4,16.7
1892-06-27,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,20.0,17.8
1892-06-28,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,25.6,16.7
1892-06-29,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,24.4,17.8
1892-06-30,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,24.4,17.8
1892-07-01,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,20.0,15.6
1892-07-02,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,24.4,15.6
1892-07-03,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,25.6,21.1
1892-07-04,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,21.1,14.4
1892-07-05,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,24.4,16.7
1892-07-06,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,21.1,15.6
1892-07-07,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,24.4,16.7
1892-07-08,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,24.4,16.7
1892-07-09,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,20.0,16.7
1892-07-10,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,26.7,20.0
1892-07-11,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,30.0,23.9
1892-07-12,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,31.1,22.2
1892-07-13,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,,22.2
1892-07-14,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,28.3,21.1
1892-07-15,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,31.7,23.3
1892-07-16,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,23.3,14.4
1892-07-17,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,21.1,15.6
1892-07-18,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,24.4,16.7
1892-07-19,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,25.6,17.8
1892-07-20,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,25.6,16.7
1892-07-21,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,24.4,17.8
1892-07-22,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,27.8,16.1
1892-07-23,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,30.0,22.2
1892-07-24,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,30.0,23.3
1892-07-25,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,31.1,24.4
1892-07-26,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,31.1,24.4
1892-07-27,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,31.7,24.4
1892-07-28,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,30.0,23.3
1892-07-29,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,32.8,22.2
1892-07-30,USC00196996,"ROYALSTON, MA US",42.677586,-72.18786,308.2,26.7,22.2
