DATE,STATION,LATITUDE,LONGITUDE,PRCP
2009-07-13,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-07-14,US1NHSL0001,43.5303248,-72.3597119,0.5
2009-07-15,US1NHSL0001,43.5303248,-72.3597119,0.3
2009-07-16,US1NHSL0001,43.5303248,-72.3597119,0.3
2009-07-17,US1NHSL0001,43.5303248,-72.3597119,0.3
2009-07-18,US1NHSL0001,43.5303248,-72.3597119,7.6
2009-07-19,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-07-20,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-07-21,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-07-22,US1NHSL0001,43.5303248,-72.3597119,20.6
2009-07-23,US1NHSL0001,43.5303248,-72.3597119,0.3
2009-07-24,US1NHSL0001,43.5303248,-72.3597119,16.3
2009-07-25,US1NHSL0001,43.5303248,-72.3597119,5.6
2009-07-26,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-07-27,US1NHSL0001,43.5303248,-72.3597119,2.0
2009-07-28,US1NHSL0001,43.5303248,-72.3597119,0.5
2009-07-29,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-07-30,US1NHSL0001,43.5303248,-72.3597119,54.4
2009-08-01,US1NHSL0001,43.5303248,-72.3597119,22.6
2009-08-02,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-03,US1NHSL0001,43.5303248,-72.3597119,2.5
2009-08-04,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-05,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-06,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-07,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-09,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-10,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-11,US1NHSL0001,43.5303248,-72.3597119,16.3
2009-08-12,US1NHSL0001,43.5303248,-72.3597119,5.3
2009-08-13,US1NHSL0001,43.5303248,-72.3597119,0.5
2009-08-14,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-15,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-16,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-17,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-18,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-19,US1NHSL0001,43.5303248,-72.3597119,1.0
2009-08-20,US1NHSL0001,43.5303248,-72.3597119,1.0
2009-08-21,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-22,US1NHSL0001,43.5303248,-72.3597119,36.3
2009-08-23,US1NHSL0001,43.5303248,-72.3597119,19.8
2009-08-24,US1NHSL0001,43.5303248,-72.3597119,2.3
2009-08-25,US1NHSL0001,43.5303248,-72.3597119,22.6
2009-08-26,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-27,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-28,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-08-30,US1NHSL0001,43.5303248,-72.3597119,
2009-08-31,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-09-01,US1NHSL0001,43.5303248,-72.3597119,0.0
2009-09-02,US1NHSL0001,43.5303248,-72.3597119,0.0
