DATE,STATION,LATITUDE,LONGITUDE,PRCP
2019-05-21,US1NYSR0041,42.86472,-73.82484,0.0
2019-05-22,US1NYSR0041,42.86472,-73.82484,0.0
2019-05-23,US1NYSR0041,42.86472,-73.82484,0.0
2019-05-24,US1NYSR0041,42.86472,-73.82484,8.1
2019-05-25,US1NYSR0041,42.86472,-73.82484,0.0
2019-05-26,US1NYSR0041,42.86472,-73.82484,1.8
2019-05-27,US1NYSR0041,42.86472,-73.82484,0.0
2019-05-28,US1NYSR0041,42.86472,-73.82484,0.5
2019-05-29,US1NYSR0041,42.86472,-73.82484,9.1
2019-05-30,US1NYSR0041,42.86472,-73.82484,0.3
2019-05-31,US1NYSR0041,42.86472,-73.82484,0.5
2019-06-02,US1NYSR0041,42.86472,-73.82484,0.0
2019-06-03,US1NYSR0041,42.86472,-73.82484,2.0
2019-06-04,US1NYSR0041,42.86472,-73.82484,0.0
2019-06-05,US1NYSR0041,42.86472,-73.82484,1.0
2019-06-06,US1NYSR0041,42.86472,-73.82484,13.0
2019-06-07,US1NYSR0041,42.86472,-73.82484,0.0
2019-06-08,US1NYSR0041,42.86472,-73.82484,0.0
2019-06-09,US1NYSR0041,42.86472,-73.82484,0.0
2019-06-10,US1NYSR0041,42.86472,-73.82484,0.0
2019-06-11,US1NYSR0041,42.86472,-73.82484,41.7
2019-06-12,US1NYSR0041,42.86472,-73.82484,0.0
2019-06-13,US1NYSR0041,42.86472,-73.82484,0.0
2019-06-14,US1NYSR0041,42.86472,-73.82484,1.0
2019-06-15,US1NYSR0041,42.86472,-73.82484,0.0
2019-06-27,US1NYSR0041,42.86472,-73.82484,2.5
2019-06-29,US1NYSR0041,42.86472,-73.82484,0.3
2019-06-30,US1NYSR0041,42.86472,-73.82484,2.5
2019-07-01,US1NYSR0041,42.86472,-73.82484,0.3
2019-07-02,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-06,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-07,US1NYSR0041,42.86472,-73.82484,2.3
2019-07-08,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-09,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-10,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-11,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-12,US1NYSR0041,42.86472,-73.82484,2.0
2019-07-13,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-14,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-15,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-16,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-17,US1NYSR0041,42.86472,-73.82484,1.3
2019-07-18,US1NYSR0041,42.86472,-73.82484,22.4
2019-07-19,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-20,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-21,US1NYSR0041,42.86472,-73.82484,23.4
2019-07-22,US1NYSR0041,42.86472,-73.82484,0.3
2019-07-23,US1NYSR0041,42.86472,-73.82484,32.5
2019-07-24,US1NYSR0041,42.86472,-73.82484,1.8
2019-07-25,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-26,US1NYSR0041,42.86472,-73.82484,2.3
2019-07-27,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-28,US1NYSR0041,42.86472,-73.82484,0.0
2019-07-29,US1NYSR0041,42.86472,-73.82484,12.2
2019-07-30,US1NYSR0041,42.86472,-73.82484,11.7
2019-07-31,US1NYSR0041,42.86472,-73.82484,4.8
2019-08-05,US1NYSR0041,42.86472,-73.82484,0.0
2019-08-06,US1NYSR0041,42.86472,-73.82484,0.0
2019-08-07,US1NYSR0041,42.86472,-73.82484,1.3
2019-08-08,US1NYSR0041,42.86472,-73.82484,2.5
2019-08-09,US1NYSR0041,42.86472,-73.82484,1.0
2019-08-10,US1NYSR0041,42.86472,-73.82484,0.0
2019-08-11,US1NYSR0041,42.86472,-73.82484,0.5
2019-08-12,US1NYSR0041,42.86472,-73.82484,0.0
2019-08-13,US1NYSR0041,42.86472,-73.82484,0.0
2019-08-14,US1NYSR0041,42.86472,-73.82484,14.0
2019-08-16,US1NYSR0041,42.86472,-73.82484,
2019-08-17,US1NYSR0041,42.86472,-73.82484,1.3
2019-08-18,US1NYSR0041,42.86472,-73.82484,43.2
2019-08-19,US1NYSR0041,42.86472,-73.82484,27.2
2019-08-20,US1NYSR0041,42.86472,-73.82484,0.0
2019-08-21,US1NYSR0041,42.86472,-73.82484,31.2
2019-08-22,US1NYSR0041,42.86472,-73.82484,11.9
2019-08-24,US1NYSR0041,42.86472,-73.82484,0.0
2019-08-25,US1NYSR0041,42.86472,-73.82484,0.0
2019-08-26,US1NYSR0041,42.86472,-73.82484,0.0
2019-08-27,US1NYSR0041,42.86472,-73.82484,0.0
2019-08-31,US1NYSR0041,42.86472,-73.82484,0.0
2019-09-01,US1NYSR0041,42.86472,-73.82484,0.0
2019-09-02,US1NYSR0041,42.86472,-73.82484,1.5
2019-09-07,US1NYSR0041,42.86472,-73.82484,0.0
2019-09-08,US1NYSR0041,42.86472,-73.82484,0.0
2019-09-09,US1NYSR0041,42.86472,-73.82484,0.0
2019-09-10,US1NYSR0041,42.86472,-73.82484,0.0
2019-09-12,US1NYSR0041,42.86472,-73.82484,0.0
2019-09-13,US1NYSR0041,42.86472,-73.82484,0.0
2019-09-14,US1NYSR0041,42.86472,-73.82484,0.0
2019-09-15,US1NYSR0041,42.86472,-73.82484,0.0
2019-09-16,US1NYSR0041,42.86472,-73.82484,0.0
2019-09-17,US1NYSR0041,42.86472,-73.82484,0.0
2019-11-01,US1NYSR0041,42.86472,-73.82484,19.8
2019-11-02,US1NYSR0041,42.86472,-73.82484,0.0
2019-11-03,US1NYSR0041,42.86472,-73.82484,0.0
2019-11-04,US1NYSR0041,42.86472,-73.82484,0.0
2020-07-20,US1NYSR0041,42.86472,-73.82484,0.0
2020-07-21,US1NYSR0041,42.86472,-73.82484,0.0
2020-07-22,US1NYSR0041,42.86472,-73.82484,0.8
2020-07-23,US1NYSR0041,42.86472,-73.82484,24.6
2020-07-28,US1NYSR0041,42.86472,-73.82484,0.0
2020-07-29,US1NYSR0041,42.86472,-73.82484,20.3
2020-07-30,US1NYSR0041,42.86472,-73.82484,8.4
2020-07-31,US1NYSR0041,42.86472,-73.82484,0.3
2020-08-02,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-03,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-04,US1NYSR0041,42.86472,-73.82484,1.8
2020-08-05,US1NYSR0041,42.86472,-73.82484,56.9
2020-08-06,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-07,US1NYSR0041,42.86472,-73.82484,1.8
2020-08-09,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-10,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-11,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-12,US1NYSR0041,42.86472,-73.82484,0.3
2020-08-13,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-14,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-15,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-16,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-17,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-18,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-19,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-20,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-21,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-22,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-23,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-24,US1NYSR0041,42.86472,-73.82484,1.8
2020-08-25,US1NYSR0041,42.86472,-73.82484,0.5
2020-08-26,US1NYSR0041,42.86472,-73.82484,0.0
2020-08-27,US1NYSR0041,42.86472,-73.82484,0.5
2020-08-28,US1NYSR0041,42.86472,-73.82484,22.4
2020-09-26,US1NYSR0041,42.86472,-73.82484,0.0
2020-09-27,US1NYSR0041,42.86472,-73.82484,0.0
2020-09-28,US1NYSR0041,42.86472,-73.82484,1.8
2020-09-29,US1NYSR0041,42.86472,-73.82484,0.8
2020-09-30,US1NYSR0041,42.86472,-73.82484,58.2
2021-04-01,US1NYSR0041,42.86472,-73.82484,14.0
