,agency_cd,site_no,datetime,Data codes,Q_m3_s_mean
0,USGS,01372051,1993-03-26,A,0.03964358524
1,USGS,01372051,1993-03-27,A,0.05097032388
2,USGS,01372051,1993-03-28,A,0.05097032388
3,USGS,01372051,1993-03-29,A,0.06229706252000001
4,USGS,01372051,1993-03-30,A,0.05946537786
5,USGS,01372051,1993-03-31,A,0.06229706252000001
14,USGS,01372051,1993-04-09,A,1.2176244038
15,USGS,01372051,1993-04-10,A,1.2176244038
16,USGS,01372051,1993-04-11,A,1.4441591766
17,USGS,01372051,1993-04-12,A,1.3308917902
18,USGS,01372051,1993-04-13,A,1.1043570174
19,USGS,01372051,1993-04-14,A,0.9344559378
20,USGS,01372051,1993-04-15,A,0.8778222446
21,USGS,01372051,1993-04-16,A,1.0194064776
22,USGS,01372051,1993-04-17,A,2.0388129552
23,USGS,01372051,1993-04-18,A,2.3786151144
24,USGS,01372051,1993-04-19,A,2.0388129552
25,USGS,01372051,1993-04-20,A,1.7839613358
26,USGS,01372051,1993-04-21,A,1.5857434096
27,USGS,01372051,1993-04-22,A,2.3786151144
28,USGS,01372051,1993-04-23,A,3.0582194328
29,USGS,01372051,1993-04-24,A,2.6617835804
30,USGS,01372051,1993-04-25,A,2.2370308814
31,USGS,01372051,1993-04-26,A,2.2087140348
32,USGS,01372051,1993-04-27,A,2.123763495
33,USGS,01372051,1993-04-28,A,1.699010796
34,USGS,01372051,1993-04-29,A,1.41584233
35,USGS,01372051,1993-04-30,A,1.2459412504
36,USGS,01372051,1993-05-01,A,1.1609907106000001
37,USGS,01372051,1993-05-02,A,1.0194064776
38,USGS,01372051,1993-05-03,A,0.9344559378
39,USGS,01372051,1993-05-04,A,0.849505398
40,USGS,01372051,1993-05-05,A,0.849505398
41,USGS,01372051,1993-05-06,A,1.1893075572
42,USGS,01372051,1993-05-07,A,1.0760401708
43,USGS,01372051,1993-05-08,A,0.9061390912
44,USGS,01372051,1993-05-09,A,0.7645548582
45,USGS,01372051,1993-05-10,A,0.707921165
46,USGS,01372051,1993-05-11,A,0.6229706252
47,USGS,01372051,1993-05-12,A,0.5946537786
48,USGS,01372051,1993-05-13,A,0.566336932
49,USGS,01372051,1993-05-14,A,0.5380200854
50,USGS,01372051,1993-05-15,A,0.4813863922
51,USGS,01372051,1993-05-16,A,0.424752699
52,USGS,01372051,1993-05-17,A,0.3964358524
53,USGS,01372051,1993-05-18,A,0.3964358524
54,USGS,01372051,1993-05-19,A,0.424752699
55,USGS,01372051,1993-05-20,A,0.566336932
56,USGS,01372051,1993-05-21,A,0.6796043184
57,USGS,01372051,1993-05-22,A,0.5946537786
58,USGS,01372051,1993-05-23,A,0.4530695456
59,USGS,01372051,1993-05-24,A,0.3681190058
60,USGS,01372051,1993-05-25,A,0.3114853126
61,USGS,01372051,1993-05-26,A,0.283168466
62,USGS,01372051,1993-05-27,A,0.24635656541999998
63,USGS,01372051,1993-05-28,A,0.20954466484
64,USGS,01372051,1993-05-29,A,0.20388129552
65,USGS,01372051,1993-05-30,A,0.20671298018
66,USGS,01372051,1993-05-31,A,0.24635656541999998
67,USGS,01372051,1993-06-01,A,0.3114853126
68,USGS,01372051,1993-06-02,A,0.2690100427
69,USGS,01372051,1993-06-03,A,0.21803971882
70,USGS,01372051,1993-06-04,A,0.18972287222
71,USGS,01372051,1993-06-05,A,0.19255455688
72,USGS,01372051,1993-06-06,A,0.20388129552
73,USGS,01372051,1993-06-07,A,0.18972287222
74,USGS,01372051,1993-06-08,A,0.16706939494
75,USGS,01372051,1993-06-09,A,0.17556444892
76,USGS,01372051,1993-06-10,A,0.2690100427
77,USGS,01372051,1993-06-11,A,0.21520803416
78,USGS,01372051,1993-06-12,A,0.15857434096
79,USGS,01372051,1993-06-13,A,0.12176244038
80,USGS,01372051,1993-06-14,A,0.10477233242
81,USGS,01372051,1993-06-15,A,0.09627727844
82,USGS,01372051,1993-06-16,A,0.0849505398
83,USGS,01372051,1993-06-17,A,0.06796043184
84,USGS,01372051,1993-06-18,A,0.0707921165
85,USGS,01372051,1993-06-19,A,0.07362380116
86,USGS,01372051,1993-06-20,A,0.07362380116
87,USGS,01372051,1993-06-21,A,0.12176244038
88,USGS,01372051,1993-06-22,A,0.11893075572
89,USGS,01372051,1993-06-23,A,0.0707921165
90,USGS,01372051,1993-06-24,A,0.05380200854
91,USGS,01372051,1993-06-25,A,0.05946537786
92,USGS,01372051,1993-06-26,A,0.05380200854
93,USGS,01372051,1993-06-27,A,0.06229706252000001
94,USGS,01372051,1993-06-28,A,0.05380200854
95,USGS,01372051,1993-06-29,A,0.05097032388
96,USGS,01372051,1993-06-30,A,0.05097032388
97,USGS,01372051,1993-07-01,A,0.03398021592
98,USGS,01372051,1993-07-02,A,0.04530695456
99,USGS,01372051,1993-07-03,A,0.05380200854
100,USGS,01372051,1993-07-04,A,0.03964358524
101,USGS,01372051,1993-07-05,A,0.03398021592
102,USGS,01372051,1993-07-06,A,0.03398021592
103,USGS,01372051,1993-07-07,A,0.031148531260000004
104,USGS,01372051,1993-07-08,A,0.031148531260000004
105,USGS,01372051,1993-07-09,A,0.024635656542
106,USGS,01372051,1993-07-10,A,0.022936645746000003
107,USGS,01372051,1993-07-11,A,0.020671298018
108,USGS,01372051,1993-07-12,A,0.022936645746000003
109,USGS,01372051,1993-07-13,A,0.017273276426
110,USGS,01372051,1993-07-14,A,0.022936645746000003
111,USGS,01372051,1993-07-15,A,0.022370308814
112,USGS,01372051,1993-07-16,A,0.013308917901999999
113,USGS,01372051,1993-07-17,A,0.009344559378
114,USGS,01372051,1993-07-18,A,0.007362380116
115,USGS,01372051,1993-07-19,A,0.017839613358000002
116,USGS,01372051,1993-07-20,A,0.014441591766000001
117,USGS,01372051,1993-07-21,A,0.011043570174000001
118,USGS,01372051,1993-07-22,A,0.00707921165
119,USGS,01372051,1993-07-23,A,0.005097032388
120,USGS,01372051,1993-07-24,A,0.005946537786
121,USGS,01372051,1993-07-25,A,0.00424752699
122,USGS,01372051,1993-07-26,A,0.00424752699
123,USGS,01372051,1993-07-27,A,0.013025749436000001
124,USGS,01372051,1993-07-28,A,0.004530695456
125,USGS,01372051,1993-07-29,A,0.00424752699
126,USGS,01372051,1993-07-30,A,0.0031148531260000003
127,USGS,01372051,1993-07-31,A,0.002548516194
128,USGS,01372051,1993-08-01,A,0.002548516194
129,USGS,01372051,1993-08-02,A,0.002548516194
130,USGS,01372051,1993-08-03,A,0.002548516194
131,USGS,01372051,1993-08-04,A,0.00283168466
132,USGS,01372051,1993-08-05,A,0.00283168466
133,USGS,01372051,1993-08-06,A,0.00283168466
134,USGS,01372051,1993-08-07,A,0.00566336932
135,USGS,01372051,1993-08-08,A,0.010477233242
136,USGS,01372051,1993-08-09,A,0.0031148531260000003
137,USGS,01372051,1993-08-10,A,0.003398021592
138,USGS,01372051,1993-08-11,A,0.0031148531260000003
139,USGS,01372051,1993-08-12,A,0.005380200854
140,USGS,01372051,1993-08-13,A,0.00424752699
141,USGS,01372051,1993-08-14,A,0.0076455485820000006
142,USGS,01372051,1993-08-15,A,0.007928717048000002
143,USGS,01372051,1993-08-16,A,0.10194064776
144,USGS,01372051,1993-08-17,A,0.13875254834
145,USGS,01372051,1993-08-18,A,0.0283168466
