4.396602777999999745e+01,-7.413138888999999665e+01
4.370083329999999933e+01,-7.398333329999999819e+01
4.331888888999999665e+01,-7.384416670000000238e+01
4.326938889000000188e+01,-7.359583329999999535e+01
4.312538889000000353e+01,-7.358491669999999374e+01
4.282916666999999933e+01,-7.366611109999999485e+01
4.282396640000000332e+01,-7.366206219999999405e+01
4.275222219999999851e+01,-7.368888889000000120e+01
4.264788888999999728e+01,-7.374750000000000227e+01
4.261952777999999853e+01,-7.375891670000000033e+01
4.249961110000000275e+01,-7.377680560000000298e+01
4.172176015000000149e+01,-7.394069299000000228e+01
4.165219444000000237e+01,-7.394922219999999413e+01
4.138620490000000274e+01,-7.395513879000000657e+01
4.104319444000000061e+01,-7.389605559999999684e+01
4.093625000000000114e+01,-7.390430560000000071e+01
4.076463889000000052e+01,-7.400319439999999815e+01
4.072152778000000239e+01,-7.401561110000000099e+01
