2.382674685250354862e+00,2.769412329453493360e-01,7.297607042040613123e+01,3.111421405797389461e+00,8.677271834715227783e+00,2.169923739650879924e+00,9.684350778564247975e-01,1.547736194775337776e-02,5.561869458521084830e-02
9.414350655671497314e-01,8.134724698807496157e-01,8.463690211733124613e+01,3.303069057553953858e+00,1.161903392153986525e+00,4.698083404506134819e+00,1.908730594646562140e-01,6.723245589070014905e-01,7.488203102599133576e-02
5.592230673975965516e+00,1.595990841164192098e-01,6.720185901459009870e+01,1.550043947142697665e+00,7.733075455447979252e+00,8.156138130751072524e+00,9.126786062627132434e-01,1.990125555563924606e-02,2.191858695831613302e-01
5.711390436306301721e-01,7.155269025916496384e-01,7.674299527959317402e+01,5.171754855558210018e+00,1.312893786753853709e+00,4.922553032688850472e+00,2.958418423248684523e-02,4.263379118441253390e-01,8.124278481150004616e-02
3.018019151200700190e+00,2.270393649772493028e-01,9.535995253498069246e+01,4.679952166670947378e+00,6.308489235949534368e+00,1.335800603081718885e+00,2.637977219757131064e-01,1.026983121586003828e-02,4.646323349165615291e-02
3.925272113960088571e+00,3.609963754923986023e-01,7.846932972961067776e+01,7.892742225848258242e-01,2.721122440345484783e+00,4.272192906625956077e+00,1.978911492992425566e-02,8.454977674148188571e-01,7.589859727059367067e-02
1.171681357350459640e+00,7.542343824722520518e-01,9.251599976125655189e+01,4.383912062811631927e+00,1.052601747703758805e+00,4.363273606989541697e+00,3.777326668270865606e-01,2.417682561851914047e-01,3.562751034677613671e-02
5.707512031575266320e+00,5.650814935525710903e-01,7.345832794553332690e+01,3.133731473427554981e+00,5.818945957548571357e+00,1.588048528023370931e+00,3.807919641419107992e-01,2.762640410905766244e-03,1.339143178682378199e-02
4.104557418490214715e+00,7.944222344394258339e-01,8.247859040610947545e+01,6.004182812406591907e+00,2.301948636050300756e+00,4.287165747891378942e+00,6.979128805334858798e-01,1.122967111210721458e-01,3.745329058885860096e-02
3.538042303405429134e+00,6.774790971905800818e-01,7.866961115493606371e+01,3.356604561811920018e+00,1.747443721259098304e+00,2.396764215305243473e-01,6.167621696191953884e-01,1.007002325480211707e-01,9.075418920353683916e-03
