5.676683760170344151e+00,5.042945824981046599e+00
3.225253950040664730e+00,4.922413609148903468e+00
2.574639148626698404e+00,3.719138418474730035e+00
2.368675915784467012e+00,3.205174798141449344e+00
2.273382366100834329e+00,2.952267929144299252e+00
2.206486325433218543e+00,2.799496321026231360e+00
2.320446992791235452e+00,3.449613046410228812e+00
2.244210152185305063e+00,2.859991512167814331e+00
2.165396082842696135e+00,2.584521627288625556e+00
2.086030014609380423e+00,2.424344590512637065e+00
2.011635384887946021e+00,2.310508956242210310e+00
2.108525079831941706e+00,3.175061982140340078e+00
2.340691361810451454e+00,3.864574191850733698e+00
2.265533337440204242e+00,2.873733765831153697e+00
2.177787968709949507e+00,2.462477023319030955e+00
2.092423816060562380e+00,2.265287701200899839e+00
2.012455579991807131e+00,2.148094832517600583e+00
2.062378314816859515e+00,2.511722428970307952e+00
1.997441580594929267e+00,2.215903364451180746e+00
1.926703812073927047e+00,2.065029008391028764e+00
1.858304392061480126e+00,1.960977609612581496e+00
1.793812646918918174e+00,1.880288743882407632e+00
1.730625346441007739e+00,1.797553314314594308e+00
1.915275807554363885e+00,2.429085437967241301e+00
1.893153883539907989e+00,2.171247872588332850e+00
1.688128732335650417e+00,1.859423499169991834e+00
2.119006753403812837e+00,3.092501002091406992e+00
2.171344090658066772e+00,2.767969333332394033e+00
2.140393711971509294e+00,2.570676756652939154e+00
2.066523258143407649e+00,2.315479747490379658e+00
1.993771365640030879e+00,2.177009774833826850e+00
2.094587115087342077e+00,2.693128203866095305e+00
2.026538392946042766e+00,2.305188776345654666e+00
1.916965533546791001e+00,2.063834076975886500e+00
1.826474960701544248e+00,1.923528526436382613e+00
1.749213529563530933e+00,1.826359633656213122e+00
1.675918565673615301e+00,1.744983488154155937e+00
1.613229082028643901e+00,1.680074785512237545e+00
1.550438187484962649e+00,1.611343782662871149e+00
1.488606508647271731e+00,1.545218962649654193e+00
1.430524629014637394e+00,1.482478843594890572e+00
1.376358434108389428e+00,1.423135993325043369e+00
1.325662153103247087e+00,1.366904144012600186e+00
1.276268219417301841e+00,1.312206208494287374e+00
1.231433374406148973e+00,1.261280527230846493e+00
1.201291376722998017e+00,1.232496382152627135e+00
1.162924722618646101e+00,1.190607835242409873e+00
1.115054473671119428e+00,1.143229189917209565e+00
1.068635295345755409e+00,1.100024511163247176e+00
1.035406330531756236e+00,1.060247913954186716e+00
1.006185264637550203e+00,1.023957086685095996e+00
9.786628404043943297e-01,9.896889306498733996e-01
9.513166950732699911e-01,9.867842947683663768e-01
9.478447325130862078e-01,9.954691960976161935e-01
9.473843118523227469e-01,1.004962746527613859e+00
1.013388104340981810e+00,1.090564919359780172e+00
1.008859806279839955e+00,1.085335095684234252e+00
9.877515736886316455e-01,1.061744877722397451e+00
9.836372700652561418e-01,1.061080983216053930e+00
9.631562844404901735e-01,1.022244956852844000e+00
9.213086469497604458e-01,9.726350832018850756e-01
8.864495962333378554e-01,9.294929442008291742e-01
1.024473264805558559e+00,1.086054063053466079e+00
1.140713674120066079e+00,1.248909663220486799e+00
9.682462066677121060e-01,1.112770297373581352e+00
9.015070704214219743e-01,1.034639154396450822e+00
8.565012359012212917e-01,9.756650668220261391e-01
9.072805918300604899e-01,1.030766311457441464e+00
